hourly_wage,education,gender,hours_cat,experience,depression_score,hh_income,year_born,region,full_time_status,job_role,months_per_year,race,hispanic_latino,country_of_birth,works_public_school,urban_density,college_for_pd,workshop_for_pd,enrolled_in_college,interaction_quality_total,self_rated_health
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Midwest,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
14.0,"Bachelor's degree (BA, BS, AB)",Female,21 to 30 hours,>10 to <=15 years,3.0,"$60,001 or more",1964,West,Part-time worker,Aide or assistant teacher,6,Don't know/Refused/No Answer,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,All items correct,Excellent
13.0,"Bachelor's degree (BA, BS, AB)",Male,40 hours,<=5 years,3.0,"$30,001 to $45,000",1995,Midwest,Full-time worker,Aide or assistant teacher,10,Don't know/Refused/No Answer,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
16.66666666667,"Associate degree (AA, AS)",Female,21 to 30 hours,>15 to <=20 years,0.0,"$30,001 to $45,000",1954 and earlier,Midwest,Part-time worker,Aide or assistant teacher,12,Don't know/Refused/No Answer,Hispanic or Latino,Mexico,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,Three items correct,Fair
12.55,Less than High School,Female,40 hours,>25 years,2.0,"$45,001 to $60,000",1962,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,Other,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,Not applicable. WF respondent did not graduate high school,Three items correct,Fair
32.29,"Associate degree (AA, AS)",Female,31 to 35 hours,>10 to <=15 years,2.0,"$45,001 to $60,000",1972,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from CB provider associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
10.0,"Bachelor's degree (BA, BS, AB)",Female,21 to 30 hours,<=5 years,Three or more responses missing,Don't Know/Refused/No Answer,1982,West,Part-time worker,"Teacher, instructor, or lead teacher",10,White Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,No,No,Three items correct,Very good
12.5,Some college credit but no degree,Female,Don't Know/Refused/No Answer,<=5 years,7.0,Don't Know/Refused/No Answer,1997 and later,Midwest,Don't Know/Refused/No Answer,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,All items correct,Excellent
9.1,Some college credit but no degree,Female,40 hours,>15 to <=20 years,0.0,"Less than $15,000",1986,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Don't know/Refused/No Answer,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,Don't Know/Refused/No Answer,Yes,No,Three items correct,Excellent
Not enough information to calculate hourly wage,High school graduate,Female,31 to 35 hours,<=5 years,1.0,"Less than $15,000",1997 and later,West,Full-time worker,Aide or assistant teacher,1,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Two items correct,Excellent
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
10.0,Some college credit but no degree,Don't Know/Refused/No Answer,21 to 30 hours,>5 to <=10 years,Three or more responses missing,Don't Know/Refused/No Answer,Don't Know/Refused/No Answer,Midwest,Part-time worker,Aide or assistant teacher,9,Don't know/Refused/No Answer,Don't know/Refused/No Answer,Don't know/Refused/No Answer,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,One or more items missing,Don't know/Refused/No answer
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,South,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
Not enough information to calculate hourly wage,Some college credit but no degree,Female,40 hours,>20 to <=25 years,5.0,"$60,001 or more",1981,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
Not enough information to calculate hourly wage,"Bachelor's degree (BA, BS, AB)",Female,21 to 30 hours,<=5 years,0.0,"$15,001 to $30,000",1954 and earlier,South,Part-time worker,Aide or assistant teacher,8,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,No,Yes,All items correct,Fair
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
